score;text;klasifikasi
-1;['ini', 'motif', 'tersangka', 'kasu', 'hacker', 'dan', 'identita', 'bjorka', 'versi', 'polisi', 'pidato', 'politik', 'ahi', 'hambalang', 'pilpr'];Negatif
-1;['sandiwara', 'teru', 'nih', 'pak', 'poli', 'asal', 'tangkap', 'bae', 'lg', 'no', 'ceke', 'die', 'keluarga', 'ga', 'punya', 'buat', 'mkn', 'juga', 'susah', 'boro', 'punya', 'laptop', 'hadewww'];Negatif
-1;['bisa', 'ga', 'cctv', 'di', 'bongkar'];Negatif
-1;['polisi', 'menetapkan', 'mah', 'pedagang', 'es', 'di', 'madiun', 'sebagai', 'tersangka', 'mereka', 'juga', 'mengungkap', 'dugaan', 'motif', 'mah', 'membuat', 'channel', 'telegram', 'bjorkan'];Negatif
-1;['mana', 'nih', 'yang', 'hobinya', 'nonton', 'agt', 'pasti', 'gak', 'ase', 'lagi', 'kan', 'sama', 'matt', 'franco', 'si', 'jagonya', 'mindblow', 'kirakira', 'gimana', 'sih', 'triknya', 'sampek', 'bisa', 'sejago', 'itu', 'yuk', 'kita', 'bongkar', 'sekarang'];Negatif
-1;['pantsan', 'gw', 'cari', 'kga', 'ada'];Negatif
-1;['pemuda', 'madiun', 'jadi', 'tersangka', 'ini', 'dia', 'peran', 'pemuda', 'membantu', 'hacker', 'ceo', 'tbk', 'termuda'];Negatif
-1;['rill', 'kah', 'itu'];Negatif
-1;['mah', 'berperan', 'sebagai', 'penyedia', 'channel', 'di', 'telegram', 'dengan', 'mengatasnamakan', 'bjorkan'];Negatif
-1;['semoga', 'akan', 'sadar', 'semua', 'warga', 'indonesia'];Negatif
-1;['kayanya', 'bjorka', 'cew', 'ga', 'sih', 'menurut', 'gua', 'sih', 'iya'];Negatif
-1;['pemuda', 'asal', 'madiun', 'jadi', 'tersangka', 'karena', 'bantu', 'hacker', 'bjorka', 'modusnya', 'ingin', 'terken', 'dan', 'dapat', 'uang'];Negatif
-1;['pemuda', 'madiun', 'terduga', 'membantu', 'bjorka', 'yang', 'terlacak', 'polisi', 'tag', 'keisya', 'jupe'];Negatif
-1;['mah', 'tersangka', 'yang', 'diduga', 'membantu', 'hacker', 'bjorka'];Negatif
-1;['mah', 'tersangka', 'bjorka', 'karena', 'post', 'ini', 'di', 'channel', 'bjorkan'];Negatif
-1;['apakah', 'kau', 'renkarnasi', 'uchiha', 'itachi', 'sob', 'yang', 'memporakporanda', 'kebusukan', 'pasukan', 'danzo', 'dkk', 'semoga', 'tuhan', 'memberimu', 'kesehatan', 'dan', 'keberkahan', 'ata', 'kebaikanmu', 'alfatihah'];Negatif
-1;['jadi', 'tersangka', 'keterlibatan', 'hacker', 'bjorka', 'mah', 'si', 'penjual', 'es', 'tak', 'ditahan', 'polisi', 'ini', 'alasannya'];Negatif
-1;['pria', 'yang', 'ditangkap', 'di', 'madiun', 'ditetapkan', 'tersangka'];Negatif
-1;['kasian', 'banget', 'jdi', 'kamb', 'hitam', 'hacker', 'yg', 'aslinya', 'nyengir'];Negatif
-1;['bjorka', 'tertawa', 'polisi', 'sudah', 'salah', 'tangkap'];Negatif
-1;['menunggu', 'action', 'bjorkan'];Negatif
-1;['tersangka', 'mah', 'berperan', 'sebagai', 'pengunggah', 'konten', 'ke', 'akun', 'channel', 'telegram', 'bjorkan', 'mah', 'juga', 'sempat', 'mengunggah', 'konten', 'ke', 'channel', 'telegram', 'bjorkan', 'sebanyak', 'tiga', 'kali'];Negatif
-1;['menurut', 'polri', 'mah', 'mengunggah', 'tiga', 'pernyataan', 'bjorka', 'di', 'kanal', 'telegram', 'bjorkan', 'pada', 'tiga', 'waktu', 'berbeda'];Negatif
-1;['bang', 'siapapun', 'kamu', 'tolong', 'selsaikan', 'dlu', 'kasu', 'sambokalo', 'kita', 'berlarut', 'dengan', 'ini', 'doang', 'ntik', 'smua', 'bkal', 'hilang', 'lagikayak', 'nya', 'kalo', 'kasu', 'smbo', 'terbongkar', 'smua', 'nya', 'kebongkar'];Negatif
-1;['wkwkwkwk', 'bandel', 'nih', 'mbak'];Negatif
-1;['tersangka', 'kasu', 'bjorka', 'pemuda', 'madiun', 'tidak', 'ditahan', 'polisi'];Negatif
-1;['kembali', 'heboh', 'bjorka', 'klaim', 'menkominfo', 'johnni', 'g', 'plate', 'akan', 'diberhentikan', 'begini', 'faktanya'];Negatif
-1;['dipulangkan', 'tapi', 'tetap', 'jadi', 'tersangka', 'wajib', 'lapor', 'padah', 'dia', 'cuma', 'bikin', 'akun', 'ditelegram', 'ata', 'nama', 'bjorkan'];Negatif
-1;['asyiap', 'readi', 'stok', 'lah'];Negatif
-1;['tidak'];Negatif
-1;['kirakira', 'ngehack', 'nya', 'pake', 'apa'];Negatif
-1;['apa', 'komentar', 'mengenai', 'hal', 'ini'];Negatif
-1;['di', 'ig', 'katanya', 'udah', 'di', 'bebasin'];Negatif
-1;['bongkar', 'semua', 'kejahatan', 'para', 'penguasa', 'di', 'negeri', 'ini'];Negatif
-1;['ia', 'mengunggah', 'cuitan', 'ancaman', 'di', 'akun', 'telegram'];Negatif
-1;['target', 'baru', 'neh', 'data', 'kpk'];Negatif
-1;['kasian', 'kena', 'tuduh', 'wkwkwk'];Negatif
-1;['ade', 'menjelaskan', 'mah', 'berperan', 'sebagai', 'penyedia', 'channel', 'di', 'telegram', 'dengan', 'mengatasnamakan', 'bjorkan'];Negatif
-1;['mahfud', 'mengatakan', 'motif', 'dari', 'perbuatan', 'bjorka', 'tersebut', 'diketahui', 'beragam'];Negatif
-1;['hacker', 'terkeren', 'yg', 'akan', 'menuli', 'sejarah', 'untuk', 'indonesia', 'di', 'dunia', 'informasi', 'dan', 'politik'];Negatif
-1;['berani', 'gk', 'bakal', 'ada', 'kunjungan', 'dari', 'om', 'cipta', 'kondisi'];Negatif
-1;['tenang', 'udh', 'saya', 'tag'];Negatif
-1;['no', 'wa', 'para', 'mahmud', 'udh', 'disimpen', 'di', 'data', 'base', 'kpu', 'bah'];Negatif
-1;['seorang', 'pemuda', 'penjual', 'es', 'asal', 'madiun', 'diduga', 'sebagai', 'hacker', 'padah', 'pemuda', 'tersebut', 'tidak', 'mempunyai', 'laptop', 'atau', 'pc'];Negatif
-1;['kalau', 'menyerang', 'pemerintah', 'ya', 'berarti', 'politik'];Negatif
-1;['remotenya', 'ilang'];Negatif
-1;['keringatan', 'di', 'ruang', 'ber', 'ac', 'wkwk'];Negatif
-1;['batuk', 'pilek', 'ga'];Negatif
-1;['di', 'panggil', 'kpk', 'ri', 'nih'];Negatif
-1;['bisa', 'jadi', 'ada', 'beberapa', 'akun', 'di', 'twitter', 'yg', 'sdh', 'ditangguhkan', 'bjorkan', 'bjorkanesia', 'bjorkasisnismgod', 'tantantangan', 'utk', 'memproteksi', 'data'];Negatif
-1;['kejanggalan', 'soal', 'bjorka', 'madiun', 'tidak', 'punya', 'komput', 'jualan', 'es', 'dan', 'orang', 'tua', 'buruh', 'tani'];Negatif
-1;['ini', 'harusnya', 'd', 'serang', 'oleh', 'jgn', 'cuman', 'si', 'deni', 'yg', 'd', 'singgung', 'tpi', 'si', 'eko', 'dkk', 'jga'];Negatif
-1;['waduh', 'salah', 'informasi'];Negatif
-1;['dah', 'lahh'];Negatif
-1;['pantesan', 'kulit', 'lengannya', 'kelihatan'];Negatif
-1;['ngga', 'malu', 'prof', 'sdh', 'banyak', 'omong', 'asli', 'masih', 'ngeledek', 'dan', 'berkeliaran'];Negatif
-1;['kabar', 'heboh', 'bjorka', 'ditangkap', 'dan', 'identita', 'bocor', 'mabe', 'polri', 'merespon', 'hacker', 'membala', 'begini'];Negatif
-1;['coba', 'bang', 'masuk', 'sini'];Negatif
-1;['rame', 'penangkapan', 'di', 'madiun', 'menarik', 'kayaknya', 'ikuti', 'berita', 'ini', 'nonton', 'film', 'seputar', 'dunia', 'bjorka', 'yuk'];Negatif
-1;['anjay', 'ngetag', 'hekel', 'bjorka', 'bukanmaen'];Negatif
-1;['semoga', 'bisa', 'membawa', 'indonesia', 'lebih', 'baik', 'semoga', 'terbongkar', 'kebusukan', 'rezim', 'terhadap', 'rakyatnya', 'sehat', 'teru', 'mr'];Negatif
-1;['problematika', 'cew', 'berdasarkan', 'outfit'];Negatif
-1;['kode', 'dongggg'];Negatif
-1;['di', 'indonesia', 'banyak', 'orang', 'pintar', 'tetapi', 'kekurangan', 'orang', 'jujur'];Negatif
-1;['boleh', 'bocorin', 'data', 'refal', 'ga', 'biar', 'tau', 'alamat', 'sm', 'no', 'hp', 'nya', 'nih'];Negatif
-1;['diduga', 'identitasnya', 'terungkap', 'begini', 'tanggapan', 'bjorka'];Negatif
-1;['kejelasan', 'identita', 'hacker', 'bjorka', 'yang', 'diklaim', 'pemerintah', 'sudah', 'diketahui', 'akhirnya', 'terungkap'];Negatif
-1;['ngasal', 'comot', 'cyber'];Negatif
-1;['jelaslah', 'dan', 'ektp', 'masih', 'jaman', 'sbi'];Negatif
-1;['twit', 'baru', 'bjorkan', 'akan', 'buka', 'bulaan', 'data', 'pertamina'];Negatif
-1;['sebab', 'hacker', 'banyak', 'pengguna', 'twitter', 'baru', 'ngerasa', 'aneh', 'jangan'];Negatif
-1;['yang', 'menjeg', 'rakyat', 'mo', 'bilang', 'apa', 'lo', 'gak', 'amanh', 'sih', 'dikasih', 'suara'];Negatif
-1;['tebarkan', 'aura', 'positif', 'mu', 'anak', 'muda'];Negatif
-1;['masih', 'penasaran', 'dgn', 'ini'];Negatif
-1;['pro', 'player', 'wajib', 'pakai', 'akun', 'pro'];Negatif
-1;['ema', 'memang', 'berhargatapi', 'air', 'putih', 'yg', 'sepel', 'lebih', 'di', 'butuhkan'];Negatif
-1;['tpi', 'samp', 'skrng', 'mana', 'ora', 'becu'];Negatif
-1;['saestun', 'panjenengan', 'niki', 'sinten', 'ma', 'kulo', 'bade', 'silaturahimlenggah', 'teng', 'griya', 'ne', 'jenengan', 'hahaha'];Negatif
-1;['nitip', 'sendal'];Negatif
-1;['minggir', 'dolo', 'anjen', 'gw', 'lgi', 'cari', 'info', 'terbaru'];Negatif
-1;['klo', 'memang', 'bisa', 'nambahin', 'follow', 'saya', 'jadi', 'k', 'dia', 'beneran', 'hebat'];Negatif
-1;['ternyata', 'ini', 'yang', 'bantu', 'bjorka'];Negatif
-1;['hajar', 'teru', 'sikat', 'habi', 'yg', 'membuat', 'busuk', 'negri', 'kita', 'ini', 'penjajah', 'jaman', 'modern', 'memang', 'lebih', 'kejam'];Negatif
-1;['iya', 'ksih', 'tau', 'donk'];Negatif
-1;['tau', 'kan', 'filn', 'v', 'for', 'vendeta'];Negatif
-1;['apa', 'bener', 'ini', 'akun', 'twitter', 'baru', 'bjorka'];Negatif
-1;['ud', 'h', 'b', 'c', 'k', 'm', 'lah', 'disuruh', 'pel', 'n'];Negatif
-1;['cara', 'cek', 'pencairan', 'bsu', 'tahap', 'ceo', 'tbk', 'termuda', 'malam', 'jumat'];Negatif
-1;['cr', 't', 'di', 'mulut'];Negatif
-1;['yg', 'bener', 'cirebon', 'atau', 'madiun', 'pak', 'soalnya', 'baru', 'saja', 'masih', 'onlin', 'beberapa', 'menit', 'lalu'];Negatif
-1;['bodi', 'serum', 'thailand', 'yang', 'terken', 'cepat', 'memutihkan', 'kulit'];Negatif
-1;['haru', 'nya', 'ke', 'polad', 'dong', 'ea', 'kejar'];Negatif
-1;['bisa', 'ga', 'sih', 'kita', 'lupain', 'dulu', 'sejenak', 'bjorka', 'biarin', 'itu', 'jadi', 'masalah', 'kominfo', 'sama', 'pemerintah', 'aja', 'kita', 'hru', 'ttep', 'naikin', 'lagi', 'tagar', 'biar', 'kita', 'bantu', 'keadilan', 'untuk', 'keluarga'];Negatif
-1;['bukan', 'jg'];Negatif
-1;['stress', 'kak', 'ema'];Negatif
-1;['klo', 'ga', 'ketangkep', 'brti', 'emang', 'beneran', 'hacker', 'tp', 'klo', 'nti', 'ketangkep', 'yaa', 'brti', 'dia', 'cuma', 'aktivi', 'gari', 'kera', 'dunia', 'xnxx', 'xhamster', 'youjizz', 'kaya', 'gue'];Negatif
-1;['kemarin', 'ada', 'geger', 'jokowi', 'undercov', 'coba', 'dong', 'spil', 'jokowi', 'jari', 'famili'];Negatif
-1;['berita', 'penangkapan', 'tertangkap', 'bjorka', 'luar', 'biasa'];Negatif
-1;['sedot', 'dong', 'tetek', 'aku'];Negatif
-1;['diduga', 'hacker', 'bjorka', 'ini', 'identita', 'asli', 'remaja', 'madiun', 'yang', 'ditangkap', 'polisi'];Negatif
-1;['dah', 'akun', 'u', 'y', 'w', 'follo', 'bgini', 'bgini', 'mulu'];Negatif
-1;['bjorka', 'is', 'light', 'yagami', 'in', 'real', 'life', 'i', 'respect', 'u', 'bjorka', 'saya', 'tahu', 'bahwa', 'dia', 'akan', 'memberikan', 'kita', 'kejutan', 'yang', 'lebih', 'besar', 'dan', 'wahh', 'ga', 'lama', 'kok', 'tunggu', 'aja', 'i', 'trust', 'him', 'that', 'he', 'is', 'white', 'hat', 'hacker', 'not', 'a', 'cracker'];Negatif
-1;['kpn', 'lagi', 'ykan', 'bisa', 'wa', 'orang', 'pent', 'ketua', 'kominfo'];Negatif
-1;['maaf', 'pak', 'telat', 'beberapa', 'jam'];Negatif
-1;['di', 'tiktok', 'baha', 'bjorka', 'di', 'twitter', 'baha', 'bjorka', 'di', 'ig', 'baha', 'bjorka', 'cuma', 'di', 'michat', 'doang', 'yang', 'baha', 'harga'];Negatif
-1;['nyinyir', 'penangkapan', 'hacker', 'penjual', 'es', 'di', 'madiun', 'bjorka', 'sebut', 'jonni', 'g', 'plate', 'bakal', 'dipecat'];Negatif
-1;['gak', 'tv', 'gak', 'sosm', 'drama', 'isinya'];Negatif
-1;['lagi', 'ngehack', 'paket', 'data', 'habi', 'pemerintahan', 'mukidi'];Negatif
-1;['mengen', 'hacktivist', 'dan', 'hacktiv', 'dua', 'istilah', 'yang', 'dikaitkan', 'dengan', 'pereta', 'beranonim', 'bjorka'];Negatif
-1;['hacker', 'bjorka', 'kembali', 'aktif', 'dan', 'tertawakan', 'pemerintah', 'tangkap', 'pemuda', 'madiun', 'video', 'puan', 'next', 'presid', 'dudung', 'islam', 'madiun'];Negatif
-1;['disinggung', 'hacker', 'ternyata', 'begini', 'latar', 'belakang', 'kontroversi', 'dan', 'naskah', 'supersemar', 'giwangkara', 'melalui'];Negatif
-1;['ootd', 'ngampu', 'dari', 'bayleaf', 'a', 'thread', 'tag', 'kepala', 'desa'];Negatif
-1;['aksi', 'mulai', 'dicurigai', 'netizen', 'sebagai', 'pengalihan', 'isu', 'sambo', 'dan', 'lain', 'sebagainya'];Negatif
-1;['lagi', 'rame'];Negatif
-1;['kapan', 'pengumuman', 'gelombang', 'via'];Negatif
-1;['ngeri', 'emang', 'om', 'deddi'];Negatif
-1;['u', 'apa', 'bjorkan'];Negatif
-1;['bjorkan', 'itu', 'akun', 'baru', 'ny'];Negatif
-1;['tolong', 'hargai', 'usaha', 'pemerintah', 'setidaknya', 'anda', 'takut', 'dikit', 'deh', 'tolong', 'banget', 'nih', 'mohon', 'kerjasamanya'];Negatif
-1;['itu', 'bjorkasim', 'anjir', 'bkn', 'bjorkan', 'astaga'];Negatif
-1;['mungkin', 'cuman', 'gr', 'si', 'agung', 'ini', 'pake', 'statu', 'bjorkan', 'di', 'anggep', 'haker'];Negatif
-1;['bjorka', 'disebut', 'bisa', 'dijerat', 'pasal', 'uu', 'ite', 'begini', 'penjelasan', 'pengamat', 'keamanan', 'siber'];Negatif
-1;['bjorka', 'pertanyakan', 'kenapa', 'akunnya', 'kena', 'suspend', 'betapa', 'memalukan', 'kebijakan', 'anda'];Negatif
-1;['bjorka', 'senggol', 'ani', 'baswedan', 'terkait', 'banjir', 'dan', 'macet', 'apakah', 'untuk', 'jawab', 'tantangan', 'denni', 'siregar'];Negatif
-1;['di', 'telegram', 'bjorka', 'benarkan', 'akun', 'twitternya', 'kembali', 'kena', 'ban', 'alia', 'ditangguhkan', 'lagi', 'lalu'];Negatif
-1;['bjorka', 'pamit', 'sementara', 'dari', 'twitter', 'inilah', 'klarifikasinya'];Negatif
-1;['kata', 'pk', 'bjorkan', 'identitasnya', 'ud', 'terdeteksi', 'dan', 'di', 'media', 'di', 'kabarkan', 'ud', 'ketangkap', 'tapi', 'bjorka', 'masi', 'koarkoar', 'tu', 'di', 'media'];Negatif
-1;['bukannya', 'bjorka', 'tidak', 'memiliki', 'akun', 'tiktok', 'atau', 'instagram', 'ya'];Negatif
-1;['berani', 'ngehek', 'dia'];Negatif
-1;['hahahahaha', 'percaya', 'aja', 'sama', 'akun', 'bodong', 'voltanonym', 'yang', 'diken', 'dulu', 'mau', 'ungkap', 'identita', 'opposit', 'tapi', 'malah', 'ngilang', 'dan', 'terjadi', 'lagi', 'sekarang', 'dia', 'salah', 'ngeidentifikasi', 'bjorka', 'ya', 'tentu', 'aja', 'untuk', 'cari', 'perhatian', 'wkwkwk', 'jadi', 'salah', 'tangkap', 'kan'];Negatif
-1;['akun', 'instagram', 'voltcyberv', 'menyebut', 'hacker', 'bjorka', 'diduga', 'adalah', 'remaja', 'beras', 'dari', 'kabupaten', 'cirebon', 'tepatnya', 'di', 'kecamatan', 'klayan'];Negatif
-1;['hacker', 'bjorka', 'kembali', 'beraksi', 'berkicau', 'di', 'akun', 'media', 'sosialnya', 'aksinya', 'dilakukan', 'pasca', 'penangkapan', 'seorang', 'pemuda', 'asal', 'madiun', 'jawa', 'timur', 'yang', 'diduga', 'adalah', 'bjorka'];Negatif
-1;['nyenggol', 'ke', 'masalah', 'pilpr', 'gak', 'yahmmm'];Negatif
-1;['bjorka', 'membantah', 'bahwa', 'perintah', 'mengetahui', 'identita', 'aslinya', 'baca', 'berita', 'selengkapnya', 'hanya', 'di', 'rka'];Negatif
-1;['ogah', 'bener', 'gw', 'kalo', 'dipaksa', 'jd', 'presiden', 'baru', 'mau', 'abi', 'itu', 'gw', 'tunjuk', 'pengganti'];Negatif
-1;['harun', 'masiku', 'tai', 'anj'];Negatif
-1;['jumpa', 'sama', 'donk', 'kan', 'die', 'kata', 'ada', 'di', 'sono', 'tuh'];Negatif
-1;['rip', 'siapapun', 'yg', 'gabisa', 'bedain', 'nick', 'bjorkasim', 'bjorkan', 'dan', 'masih', 'ngeluarin', 'perintah', 'penangkapan'];Negatif
-1;['data', 'terbaru', 'bjorka', 'bocor'];Negatif
-1;['heker', 'laduni', 'tuh', 'seperti', 'ini'];Negatif
-1;['bjorka', 'menertawakan', 'berita', 'bahwa', 'pemerintah', 'indonesia', 'mengidentifikasi', 'dirinya'];Negatif
-1;['buktikan', 'bahwa', 'kamu', 'tidak', 'jomblo'];Negatif
-1;['seorang', 'pemuda', 'di', 'madiun', 'di', 'tangkap', 'usai', 'di', 'duga', 'hacker', 'bjorka'];Negatif
-1;['isi', 'slot', 'lagi', 'yu', 'beb', 'untuk', 'hari', 'ini', 'includeexclud'];Negatif
-1;['cepunya', 'bisa', 'di', 'penjarakan', 'gk', 'kan', 'nama', 'baiknya', 'rusak', 'nanti', 'gk', 'bisa', 'buat', 'skck', 'iya', 'kalo', 'pejabat', 'tinggi', 'abi', 'korup', 'bisa', 'daftar', 'lagi', 'banyak', 'heker', 'caper', 'sekarang'];Negatif
-1;['bjorka', 'menyanggah', 'pemerintah', 'telah', 'mengantongi', 'identitasnya'];Negatif
-1;['kio', 'kosmetik', 'obat', 'uban', 'serum', 'penghilang', 'uban', 'alami', 'hair', 'tonic', 'uban', 'green', 'angelica', 'menghitamkan', 'rambut', 'uban', 'dari', 'akar', 'rambut', 'hasil', 'permanen', 'teruji', 'bpom', 'dalam', 'hari', 'madiun', 'farhan', 'dudung'];Negatif
-1;['gugatan', 'deolipa', 'yumara', 'ke', 'kabareskrim', 'tentang', 'pencabutan', 'surat', 'kuasa', 'error', 'in', 'persona', 'jokowi', 'racist', 'cebong', 'dudung', 'kepala', 'desa', 'madiun', 'farhan', 'erika', 'keisya', 'nanci'];Negatif
-1;['masih', 'nyari', 'jga', 'gw'];Negatif
-1;['muke', 'gile', 'loe', 'orang', 'cirebon', 'malah', 'yg', 'di', 'tuduh', 'orang', 'di', 'balik', 'akunmu'];Negatif
-1;['nah', 'loh', 'coba', 'si', 'abu', 'gosok', 'nomernya', 'sekalian'];Negatif
-1;['nicknya', 'bjorkasim', 'co', 'bukan', 'bjorkan'];Negatif
-1;['bnyk', 'bngt', 'terduga', 'bjorka', 'kmren', 'dikira', 'warga', 'cirebon', 'skrg', 'madiunbsok', 'mna', 'lagi', 'ya', 'cek', 'lengkapnya', 'bjorka', 'madiun', 'siang', 'enjoy', 'la', 'lalisa'];Negatif
-1;['ternyata', 'salah', 'org'];Negatif
-1;['kemaren', 'bilang', 'pemuda', 'cirebon', 'namanya', 'said', 'krja', 'satpam', 'sekarang', 'beda', 'lagi', 'jadi', 'pemuda', 'madiun', 'inisi', 'mah', 'pengen', 'ketawa', 'tapi', 'takut', 'ada', 'tukang', 'bakso', 'mampir', 'depan', 'rumah'];Negatif
-1;['polisi', 'mengamankan', 'seorang', 'pemuda', 'asal', 'madiun', 'jawa', 'timur', 'karena', 'diduga', 'terkait', 'dengan', 'kegiatan', 'peretasan', 'olah', 'hacker', 'bjorka'];Negatif
-1;['menunggu', 'penjelasan', 'timsu', 'jokowi', 'soal', 'dan'];Negatif
-1;['hacker', 'bjorka', 'jadi', 'pahlawan', 'masyarakat', 'atau', 'malah', 'ancaman'];Negatif
-1;['fotonya', 'mo', 'bilang', 'tatap', 'mata', 'saya', 'dlm', 'hitungan', 'ketiga', 'jatuh'];Negatif
-1;['polri', 'tangkap', 'pemuda', 'di', 'madiun', 'diduga', 'bjorka', 'sang', 'hacker', 'malah', 'beraksi', 'di', 'jagat', 'maya'];Negatif
-1;['klik', 'disini', 'untuk', 'beba', 'hutang'];Negatif
-1;['ntar', 'akun', 'dia', 'dihack', 'disay', 'hello', 'dn', 'diashemmmmm', 'wait', 'and', 'seenaknya'];Negatif
-1;['dm', 'ini', 'saja', 'kak'];Negatif
-1;['coba', 'cek', 'ini', 'deh', 'dompet', 'organ', 'uang', 'bulanan', 'pengatur', 'keuangan', 'croco', 'navi', 'rp', 'di', 'toko', 'mrsimpl', 'store', 'tokopedia', 'bisa', 'beba', 'ongkir', 'lho'];Negatif
-1;['masih', 'misteribiarkan', 'z', 'dahnikmati', 'saja'];Negatif
-1;['ini', 'sumber', 'foto', 'profil', 'dari', 'bjorka', 'beras', 'dari', 'dua', 'gambar', 'ini'];Negatif
-1;['benarkah', 'bjorka', 'hacker', 'asal', 'indonesia', 'ini', 'analisi', 'warganet', 'dari', 'cuitan', 'di', 'twitter'];Negatif
-1;['bjorka', 'aktif', 'lagi', 'di', 'telegram', 'sebut', 'pengguna', 'dark', 'tracer', 'salah', 'beri', 'informasi', 'cirebon', 'madiun', 'atau', 'bukan', 'baca', 'selengkapnya'];Negatif
-1;['tolong', 'ungkap', 'tragedi', 'km'];Negatif
-1;['editor', 'video', 'dituduh', 'sebagai', 'hacker', 'bjorka', 'ini', 'sosok', 'm', 'said', 'fikriansyah'];Negatif
-1;['bang', 'bjor', 'hackin', 'game', 'a', 'dong', 'biar', 'banyak', 'uangnya', 'jadi', 'a', 'gaperlu', 'bolak', 'balik', 'beli', 'pulsa'];Negatif
-1;['nah', 'bener', 'itu', 'ma'];Negatif
-1;['semua', 'kembali', 'kepada', 'bisni', 'dan', 'cuan'];Negatif
-1;['cek', 'ig', 'bjorka', 'aja', 'ada', 'kok', 'disitu', 'ada', 'akun', 'bjorka', 'tapi', 'cuman', 'menagatasnamakan', 'bjorka', 'bukan', 'reall'];Negatif
-1;['resah', 'dengan', 'beberapa', 'repli', 'twitter'];Negatif
-1;['sebetulnya', 'yang', 'dilakuin', 'bjorka', 'tetep', 'bahaya', 'ya', 'tapi', 'terlepa', 'dari', 'itu', 'semua', 'rakyat', 'sudah', 'bosan', 'dengerin', 'kebijakan', 'pemerintah', 'jadi', 'warga', 'indonesia', 'mendukung', 'bjorkan'];Negatif
-1;['ada', 'ga', 'orang', 'twitter', 'yang', 'main', 'twitter', 'kalo', 'ada', 'mau', 'dong', 'nyapa', 'kenapa', 'akun', 'bjorka', 'diilangin'];Negatif
-1;['kumpulan', 'berita', 'tentang', 'bjorka', 'sebuah', 'uta'];Negatif
-1;['wocoen', 'cok', 'bhen', 'raimu', 'entok', 'pencerahan'];Negatif
-1;['raimu', 'iku', 'ra', 'onok', 'pantess', 'werroh', 'nggonku', 'rai', 'penyebar', 'fitnah', 'ulama', 'ra', 'onok', 'pantess', 'tekan', 'nang', 'omahku', 'najisss'];Negatif
-1;['apalagi', 'sekedar', 'komen', 'semacam', 'ini', 'di', 'indo', 'banyak', 'dan', 'sangat', 'mudah', 'hihi'];Negatif
-1;['terbongkar', 'asal', 'bjorka', 'di', 'podcast', 'deddi', 'corbuzi', 'narasumb', 'sebut', 'negara', 'ini'];Negatif
-1;['produk', 'politik', 'berkedok', 'hacktiv', 'cc', 'ini', 'review', 'saya', 'terhadap', 'podcast', 'bung', 'di'];Negatif
-1;['butuh', 'duit', 'kah', 'manieeeez'];Negatif
-1;['kan', 'anda', 'kira'];Negatif
-1;['bjorkan', 'bahasa', 'inggrisnya', 'pinter'];Negatif
-1;['bukan', 'apa', 'apa', 'ya', 'sangat', 'disayangkan', 'dengan', 'background', 'yang', 'sangat', 'berkela', 'bahkan', 'agami', 'sifat', 'sikap', 'hampir', 'mendekati', 'ibl', 'hmmmm', 'sayaaaaaang', 'banget'];Negatif
-1;['coba', 'minta', 'tlg', 'ke', 'bongkar', 'identisa', 'lengkap', 'orang', 'itu'];Negatif
